frag_6349	-22.45 -16.66 -17.72
frag_0457	-1.83 -1.89 -1.86
frag_2094	2.79 7.55 6.95
frag_6161	-33.63 -31.89 -31.99
frag_3524	5.59 0.99 3.27
frag_4624	6.55 2.92 5.37
frag_0278	-8.35 -6.95 -8.05
frag_3234	-15.37 -12.85 -13.44
frag_2059	13.64 14.96 13.91
frag_6549	38.59 38.10 38.66
frag_5906	22.48 24.40 24.33
frag_4686	-17.24 -16.59 -16.33
frag_1514	-12.78 -11.60 -12.77
frag_5542	7.96 12.65 8.95
frag_4629	-25.75 -28.06 -25.15
frag_4735	-29.05 -33.26 -28.57
frag_6500	-5.19 -7.70 -7.29
frag_0394	-20.87 -18.07 -18.29
frag_0475	0.12 0.05 -0.84
frag_0045	-3.16 2.36 0.05
frag_1755	-48.17 -48.24 -45.53
frag_0283	-4.41 -2.15 -4.45
frag_4176	0.54 4.31 2.76
frag_0693	-4.70 -1.34 -3.40
frag_2503	-30.11 -29.44 -27.69
frag_3597	-7.01 -4.42 -5.20
frag_1976	6.76 5.05 5.05
frag_0573	9.26 14.33 13.68
frag_2996	-0.27 1.64 3.95
frag_5071	19.80 17.93 16.13
frag_2636	-12.76 -15.03 -14.29
frag_4684	14.61 8.49 6.39
frag_4112	-7.37 -5.89 -7.04
frag_0894	-26.63 -23.29 -24.60
frag_5063	-7.88 -11.87 -10.55
frag_3917	-30.70 -30.72 -31.07
frag_3662	4.91 6.39 7.79
frag_2249	9.97 6.33 7.25
frag_2871	-13.63 -15.47 -14.56
frag_5801	-12.53 -12.96 -11.35
frag_7102	-14.22 -14.06 -15.15
frag_1431	11.82 13.61 13.08
frag_2302	-36.51 -38.41 -36.30
frag_3852	5.17 4.99 4.11
frag_5409	-32.98 -30.22 -28.70
frag_1313	-14.73 -14.25 -15.40
frag_0796	-11.53 -12.48 -11.84
frag_5086	-26.47 -27.30 -27.50
frag_5070	2.69 0.18 -1.03
frag_6259	-5.90 -3.62 -2.92
frag_4904	19.47 18.42 15.28
frag_5686	-17.28 -15.64 -15.03
frag_1822	-15.23 -17.68 -16.76
frag_1067	-11.97 -7.61 -8.29
frag_4335	-14.68 -13.40 -14.55
frag_1783	8.77 9.91 5.44
frag_1192	-6.44 -13.74 -12.42
frag_1128	4.10 6.05 5.33
frag_2425	16.81 16.21 14.67
frag_3445	0.30 -2.01 0.02
frag_0410	10.57 9.63 10.19
frag_2126	-23.34 -20.42 -21.71
frag_4188	-4.99 -4.31 -4.54
frag_2499	17.27 21.48 21.36
frag_0914	14.34 16.07 15.84
frag_4080	18.33 17.66 19.16
frag_2445	-31.00 -35.79 -32.16
frag_2660	6.64 4.44 5.93
frag_0834	-0.94 2.71 2.78
frag_6781	-12.96 -13.53 -14.38
frag_0545	18.08 19.90 21.00
frag_5938	-3.30 -4.22 -3.73
frag_3897	10.18 9.89 10.97
frag_1554	27.18 17.68 18.59
frag_3141	6.76 6.11 6.80
frag_3010	6.15 12.53 10.62
frag_0904	-19.24 -15.96 -16.55
frag_3697	-21.50 -22.22 -22.28
frag_0490	-10.34 -8.00 -8.31
frag_0385	6.53 3.22 4.31
frag_0398	-0.87 -1.98 -4.11
frag_2741	-5.77 -1.84 -3.04
frag_4481	-1.21 2.41 0.32
frag_1935	3.49 -0.96 1.07
frag_1127	12.32 13.72 14.03
frag_5653	-14.41 -12.83 -11.83
frag_5693	-4.45 -6.48 -5.57
frag_4857	-25.68 -31.99 -26.95
frag_0375	10.84 10.29 10.15
frag_0065	-10.22 -9.09 -9.19
frag_6954	-34.78 -28.94 -30.96
frag_3327	3.45 -0.56 0.64
frag_4409	-6.16 -4.67 -4.87
frag_2563	41.25 43.21 41.33
frag_2870	-48.20 -46.27 -43.25
frag_6151	-13.06 -9.04 -10.33
frag_0950	-12.64 -8.28 -9.78
frag_3117	6.38 5.96 5.83
frag_2371	-3.81 -2.33 -3.43
frag_0468	11.87 13.05 11.42
frag_1106	3.72 9.14 8.36
frag_1186	11.34 7.08 9.67
frag_5361	26.83 27.67 24.97
frag_1419	-5.71 -6.30 -7.93
frag_2938	9.33 10.03 10.15
frag_4719	7.87 0.39 3.40
frag_0828	16.24 17.92 18.67
frag_3735	9.42 11.86 11.03
frag_6215	-5.92 -1.63 -1.90
frag_4804	-8.10 -8.91 -8.22
frag_2114	-5.45 -3.53 -4.42
frag_1286	-22.04 -23.52 -23.15
frag_6527	-42.79 -42.02 -39.94
frag_0625	-0.92 2.65 2.89
frag_3169	13.77 9.37 9.08
frag_5804	-36.62 -35.54 -34.38
frag_3384	-7.98 -9.68 -9.13
frag_0186	21.43 20.17 17.96
frag_6134	14.16 17.53 15.55
frag_6892	15.56 12.59 14.16
frag_3310	12.14 12.43 10.59
frag_3545	27.22 29.32 28.87
frag_1238	-12.38 -9.76 -12.23
frag_6673	0.39 1.51 1.64
frag_1597	-0.55 -4.58 -2.75
frag_1299	-19.35 -19.31 -20.65
frag_0539	-13.32 -20.59 -16.49
frag_3723	-18.01 -17.24 -14.93
frag_1169	-24.31 -22.56 -22.63
frag_1043	-33.78 -31.44 -30.95
frag_0291	-5.64 -7.32 -8.08
frag_4959	0.57 -4.02 -1.66
frag_4167	1.95 2.06 0.60
frag_5726	-32.34 -28.06 -26.77
frag_1843	9.10 7.17 7.61
frag_3422	-17.90 -20.36 -20.01
frag_4547	42.23 28.60 30.78
frag_0027	1.80 6.69 4.73
frag_3196	-20.13 -21.30 -20.84
frag_4063	-4.64 -1.54 -2.11
frag_4314	0.13 -3.30 -1.60
frag_5676	22.87 21.17 21.39
frag_6243	10.27 10.02 10.38
frag_1565	22.74 18.69 19.70
frag_5279	21.37 21.94 19.66
frag_3207	-17.70 -19.63 -19.30
frag_5733	-8.29 -8.37 -8.96
frag_6820	23.10 23.02 20.41
frag_2951	26.47 28.86 30.87
frag_3813	-27.04 -27.86 -28.33
frag_2907	-42.59 -48.90 -43.28
frag_2487	6.08 8.16 6.33
frag_2578	14.76 11.92 13.32
frag_5897	-13.87 -9.81 -9.97
frag_0389	-2.25 -2.55 -1.22
frag_6454	41.91 46.64 44.56
frag_6967	1.69 -2.89 -1.26
frag_2266	-1.26 -3.75 -3.57
frag_5154	-11.94 -15.40 -14.01
frag_6991	1.00 -1.51 -0.71
frag_5770	-8.44 -6.82 -6.68
frag_5033	-40.67 -40.63 -38.85
frag_0187	25.34 25.13 22.57
frag_2400	-8.12 -10.50 -9.51
frag_5988	0.40 2.80 3.29
frag_5767	-11.90 -8.86 -8.85
frag_5238	-26.28 -27.00 -25.42
frag_4175	56.67 59.67 59.72
frag_3536	-4.53 -3.62 -4.98
frag_6556	3.46 2.94 2.93
frag_4308	-6.88 -9.97 -9.30
frag_5781	-27.89 -26.21 -25.88
frag_5346	-27.89 -28.00 -27.07
frag_2170	-22.96 -20.69 -21.27
frag_2204	-18.04 -15.67 -16.41
frag_1652	-17.86 -18.24 -16.32
frag_5359	26.54 24.94 23.26
frag_2056	0.49 -4.46 -2.28
frag_4953	28.40 19.72 21.02
frag_7060	51.03 42.90 45.64
frag_3925	-13.94 -13.39 -14.10
frag_3444	-10.21 -8.31 -9.51
frag_3057	33.94 36.98 35.47
frag_0654	-14.56 -14.33 -14.33
frag_6413	-41.39 -38.04 -38.20
frag_0871	-6.48 -2.42 -3.45
frag_1254	21.04 19.36 21.35
frag_3704	0.77 6.21 4.32
frag_7038	44.23 46.23 47.24
frag_1365	48.51 52.47 51.60
frag_0735	16.12 19.35 18.18
frag_2392	-6.47 -9.18 -8.12
frag_5567	29.20 31.67 28.95
frag_4754	14.42 10.71 11.21
frag_1391	15.64 19.84 17.99
frag_3070	20.83 18.76 19.24
frag_5741	-19.79 -16.32 -17.45
frag_1958	-25.28 -28.30 -25.54
frag_6411	-46.06 -43.41 -42.42
frag_6222	12.45 11.94 12.67
frag_6592	-32.20 -32.91 -29.98
frag_5334	-18.98 -19.79 -18.88
frag_4282	11.68 8.16 9.37
frag_6121	23.46 20.07 17.74
frag_4094	14.92 15.37 16.56
frag_3018	-19.63 -18.69 -18.33
frag_2479	-4.85 -5.48 -6.14
frag_4014	-9.95 -11.55 -11.50
frag_3519	-0.68 -2.54 -2.10
frag_7009	8.03 2.61 3.48
frag_4252	31.65 34.92 34.45
frag_5558	20.09 21.40 18.06
frag_4006	-6.18 -3.29 -4.52
frag_4743	-9.56 -5.95 -7.22
frag_6492	-25.06 -26.84 -25.75
frag_0013	27.41 28.07 28.08
frag_2110	15.00 20.63 20.26
frag_4838	-34.18 -38.87 -36.72
frag_1494	5.85 10.10 9.72
frag_4244	-23.98 -23.50 -21.60
frag_4909	-32.55 -30.37 -32.13
frag_1465	-13.55 -12.69 -13.55
frag_0867	5.57 11.61 9.35
frag_0962	21.31 19.15 16.28
frag_2803	0.97 -0.95 -0.84
frag_4293	11.27 4.58 6.21
frag_1427	7.93 4.02 5.37
frag_6651	-1.18 -2.33 -4.08
frag_3152	1.99 -1.47 -0.12
frag_6567	-40.22 -42.63 -39.31
frag_3210	-18.89 -20.77 -20.56
frag_1716	-17.91 -18.95 -18.63
frag_3964	1.32 -2.68 -0.13
frag_2755	4.38 7.17 7.57
frag_7169	-38.81 -39.26 -38.97
frag_6020	25.40 28.13 23.66
frag_4753	-8.13 -13.24 -15.02
frag_5545	-9.31 -11.58 -9.78
frag_3036	-28.86 -24.26 -23.81
frag_3080	-0.84 -3.69 -4.00
frag_5339	-12.85 -18.81 -17.07
frag_2577	11.64 6.58 7.52
frag_4679	12.52 8.65 9.21
frag_5745	25.75 26.28 27.16
frag_2554	6.72 12.52 7.51
frag_2629	16.49 18.38 19.29
frag_5901	8.44 7.51 5.35
frag_3752	7.45 5.57 6.37
frag_6203	8.46 -0.43 0.96
frag_2565	6.85 6.82 5.38
frag_4949	18.63 4.79 4.31
frag_4254	-3.30 -0.71 -1.24
frag_6369	8.58 9.84 11.04
frag_6685	2.04 0.37 -1.16
frag_0897	-11.11 -10.59 -10.75
frag_0518	-4.12 -5.44 -4.58
frag_3680	-10.60 -16.95 -15.51
frag_3075	0.61 -1.47 -0.12
frag_1852	-21.61 -21.05 -21.01
frag_6197	-1.10 -0.24 1.05
frag_2649	-16.73 -20.70 -16.47
frag_0470	15.00 14.58 14.96
frag_5050	-29.05 -27.10 -26.56
frag_3266	-22.41 -27.22 -24.25
frag_1252	20.65 17.03 18.42
frag_0037	25.53 26.74 26.78
frag_0603	5.69 4.89 5.40
frag_3079	1.60 -3.86 -3.07
frag_2576	6.45 1.02 2.56
frag_2242	16.26 18.09 17.10
frag_4055	-10.11 -7.38 -9.02
frag_2186	-6.00 -4.15 -4.99
frag_1355	23.15 21.97 23.72
frag_3421	-10.82 -12.66 -12.82
frag_1659	-0.58 0.73 1.46
frag_6047	31.63 36.59 32.50
frag_5235	-5.59 -7.38 -6.27
frag_6396	-6.76 -2.83 -1.96
frag_1601	-1.84 -1.69 -1.73
frag_1213	-3.06 -9.68 -7.57
frag_1438	-12.52 -13.83 -14.51
frag_0346	7.28 4.37 5.96
frag_5498	-20.74 -18.10 -17.85
frag_3920	-20.02 -22.08 -21.51
frag_2621	-15.03 -12.79 -13.78
frag_6187	-33.08 -38.47 -35.30
frag_0808	-30.06 -29.56 -28.93
frag_5992	-15.70 -11.22 -10.42
frag_5616	-45.29 -42.03 -40.70
frag_3374	-38.83 -39.09 -38.92
frag_0665	-4.38 -1.78 -3.69
frag_3054	37.92 40.07 38.36
frag_0948	13.41 13.07 12.69
frag_3863	52.93 57.97 57.46
frag_6304	-31.40 -28.72 -27.37
frag_5008	-35.39 -30.69 -30.54
frag_3532	-4.14 1.23 -0.96
frag_2175	-30.19 -33.32 -31.79
frag_5130	29.99 29.84 30.86
frag_4799	27.59 27.01 22.81
frag_1133	12.39 9.26 10.42
frag_2005	-6.56 -7.76 -6.27
frag_1162	9.70 8.69 8.06
frag_0667	4.71 3.43 5.27
frag_2057	2.02 -0.79 0.94
frag_4772	6.85 3.56 4.44
frag_1757	-16.99 -20.51 -19.80
frag_0636	5.11 8.26 7.44
frag_6050	16.62 21.61 18.66
frag_4996	28.46 25.68 27.46
frag_0399	7.36 6.90 8.30
frag_5291	35.79 42.33 37.75
frag_1091	-16.72 -18.30 -15.85
frag_3722	-11.54 -13.20 -11.05
frag_0233	-14.51 -14.05 -14.08
frag_1970	38.88 39.65 35.97
frag_3769	21.61 27.07 25.95
frag_7173	-39.43 -38.42 -38.83
frag_0162	2.54 6.56 5.93
frag_6761	34.84 33.92 32.67
frag_2311	-26.95 -25.27 -23.83
frag_7209	-12.30 -5.26 -6.94
frag_3693	-6.69 -5.72 -6.28
frag_3937	-39.34 -37.00 -36.55
frag_2898	-32.44 -31.68 -31.44
frag_6741	19.70 21.95 20.23
frag_5126	8.96 8.31 7.25
frag_2030	2.70 -0.24 1.59
frag_1914	-38.74 -43.73 -39.68
frag_5383	-26.69 -19.04 -21.29
frag_2975	18.67 23.60 22.82
frag_4650	-28.13 -30.55 -28.73
frag_4853	-37.82 -32.42 -31.99
frag_1952	12.28 12.04 12.86
frag_1768	-21.78 -19.07 -20.00
frag_2690	2.18 9.35 6.29
frag_6132	13.35 13.03 13.54
frag_6972	-26.21 -27.30 -26.75
frag_4819	3.24 0.66 1.39
frag_1159	-31.70 -30.32 -31.29
frag_0502	18.19 20.66 18.28
frag_1414	15.95 19.30 17.77
frag_0157	19.01 23.03 23.85
frag_1985	10.39 10.32 6.21
frag_3862	30.61 37.42 35.04
frag_6645	-19.90 -21.38 -20.70
frag_5194	-7.70 -6.67 -6.21
frag_0024	-0.83 4.08 2.32
frag_4028	-19.71 -15.56 -16.61
frag_1105	-4.49 -5.97 -4.90
frag_1633	4.56 -4.20 -1.96
frag_4108	-4.24 -4.33 -4.74
frag_1767	-20.77 -18.13 -19.02
frag_4413	-9.12 -9.72 -8.98
frag_0694	-8.53 -7.05 -7.88
frag_4161	25.10 27.26 26.60
frag_3835	-19.69 -20.15 -19.75
frag_1023	-7.63 -7.88 -6.83
frag_2896	-26.33 -26.08 -25.97
frag_5844	-5.53 -2.81 -2.94
frag_3726	-38.76 -41.83 -40.00
frag_1617	-6.14 -1.31 -3.27
frag_1888	-0.38 -3.49 -3.04
frag_0477	5.51 3.24 3.27
frag_5571	-42.21 -37.40 -36.96
frag_2615	13.33 13.25 13.36
frag_4545	-12.89 -11.70 -10.11
frag_0940	-5.95 -2.80 -4.31
frag_6753	24.71 29.06 29.49
frag_2384	19.98 24.02 23.78
frag_1802	21.22 14.61 14.57
frag_4037	-10.27 -11.44 -10.20
frag_2940	11.67 12.26 12.32
frag_2780	23.44 22.09 20.62
frag_1025	38.95 43.33 37.61
frag_0108	-16.54 -13.01 -13.79
frag_4692	28.91 22.99 24.51
frag_6208	-21.58 -19.96 -20.20
frag_0107	4.01 8.24 6.87
frag_0979	24.53 23.63 19.49
frag_3728	-39.75 -40.43 -38.96
frag_5728	-32.66 -35.09 -33.28
frag_4290	19.98 22.76 22.16
frag_5621	-36.08 -33.01 -32.68
frag_4435	-2.68 -1.07 -2.22
frag_4045	-18.22 -19.91 -19.48
frag_4401	-14.56 -14.77 -14.71
frag_6051	44.51 45.21 44.67
frag_6127	-41.29 -39.20 -37.40
frag_0040	10.54 16.94 14.94
frag_5309	-11.52 -8.13 -8.13
frag_1020	-22.94 -23.68 -22.16
frag_6688	8.68 6.54 7.81
frag_6520	7.97 2.38 4.22
frag_4954	25.00 7.60 8.77
frag_0382	4.90 3.14 0.74
frag_0081	16.03 18.05 18.37
frag_5807	-28.32 -22.47 -23.42
frag_3128	6.81 4.61 4.39
frag_2086	1.56 6.66 6.28
frag_3436	-16.06 -13.57 -13.71
frag_6758	-6.70 -2.90 -3.00
frag_5503	-30.97 -28.15 -27.98
frag_6179	-19.72 -18.55 -19.05
frag_1222	-14.15 -21.53 -20.46
frag_6539	4.36 2.51 1.80
frag_0926	28.80 32.91 31.86
frag_4501	15.93 19.59 21.23
frag_0288	-6.61 -7.60 -8.23
frag_4083	-2.10 -1.44 -0.63
frag_6945	-40.19 -39.61 -40.13
frag_4546	34.03 24.66 22.98
frag_4334	-16.95 -13.78 -15.23
frag_6177	-25.86 -25.46 -24.85
frag_4945	-24.36 -26.84 -26.39
frag_4997	-5.19 -7.88 -6.41
frag_2804	-0.20 2.86 1.55
frag_6911	-27.14 -26.99 -26.59
frag_0984	8.34 5.08 7.35
frag_3022	-7.59 -7.97 -7.48
frag_0592	-9.31 -8.16 -8.61
frag_3514	-1.14 -5.51 -4.41
frag_5438	41.96 36.00 34.69
frag_6960	-37.60 -34.90 -35.13
frag_2404	-20.36 -17.45 -17.12
frag_2646	-2.13 -2.84 -2.57
frag_2397	0.92 4.09 3.60
frag_4763	-12.40 -14.06 -11.39
frag_5762	-29.28 -27.53 -27.28
frag_4574	21.61 17.69 17.04
frag_3968	-0.53 -3.13 -1.30
frag_4887	27.01 25.53 24.73
frag_6565	-24.09 -19.59 -20.92
frag_3294	-15.80 -16.57 -17.09
frag_0560	20.07 25.56 25.70
frag_4053	-14.32 -10.53 -11.51
frag_5076	-0.60 0.62 0.57
frag_1643	-0.68 -4.85 -2.58
frag_1063	-11.23 -6.16 -6.32
frag_6190	-22.03 -18.85 -18.99
frag_6798	-36.77 -32.30 -32.19
frag_5565	26.98 29.99 26.75
frag_0744	-20.28 -17.29 -18.81
frag_4025	-0.20 4.27 0.95
frag_2581	15.61 15.37 14.75
frag_6526	-32.74 -31.23 -30.31
frag_6425	-2.15 -6.99 -3.08
frag_5563	-46.67 -42.51 -41.15
frag_7096	56.93 57.89 58.19
frag_1453	31.70 34.65 35.81
frag_2591	34.26 34.97 35.09
frag_6881	34.36 36.35 32.13
frag_1205	-23.66 -28.15 -27.10
frag_5352	-12.92 -9.47 -10.20
frag_3881	-3.14 -0.34 -2.05
frag_0484	-23.25 -21.45 -21.70
frag_3646	-15.00 -18.45 -17.44
frag_0167	2.46 5.87 4.59
frag_5202	6.67 4.91 3.46
frag_5223	-30.46 -26.64 -27.80
frag_0797	-2.09 -0.04 -1.22
frag_4223	-3.24 -1.39 -1.27
frag_2730	10.18 10.57 12.74
frag_2212	-14.76 -11.86 -12.89
frag_2412	-33.12 -31.48 -30.14
frag_3492	6.66 4.45 6.64
frag_2145	-12.81 -16.02 -15.21
frag_3419	-13.81 -10.53 -12.70
frag_6034	27.33 27.25 24.52
frag_1103	16.36 16.55 17.18
frag_4713	-25.48 -25.81 -24.55
frag_3926	-25.03 -25.71 -25.21
frag_5537	-0.04 4.13 -0.43
frag_3011	26.53 31.30 31.30
frag_6969	-7.06 -17.70 -17.79
frag_3068	3.99 2.58 2.61
frag_0029	18.88 21.19 20.62
frag_4216	6.25 10.67 9.35
frag_4385	-4.58 -5.76 -3.82
frag_4474	3.44 7.42 5.00
frag_6013	18.40 13.08 14.83
frag_4438	5.19 3.24 5.54
frag_5436	28.83 23.82 23.17
frag_2824	16.81 14.09 16.82
frag_4681	-46.48 -42.74 -41.86
frag_4691	-8.46 -10.72 -10.67
frag_3028	9.38 14.43 13.81
frag_4312	-23.41 -26.77 -24.65
frag_5982	-20.89 -16.24 -15.69
frag_3031	11.80 17.09 16.84
frag_6982	-33.64 -33.52 -33.18
frag_6476	21.70 16.89 19.37
frag_4219	-7.05 -7.90 -7.28
frag_3346	-7.66 -3.22 -5.86
frag_3443	-43.26 -41.97 -41.74
frag_5107	-24.49 -24.70 -23.39
frag_0312	6.22 9.79 10.37
frag_3123	-8.32 -11.13 -10.68
frag_6415	-29.84 -26.42 -26.07
frag_4002	10.19 11.14 11.96
frag_7163	70.41 69.61 72.52
frag_3199	-39.56 -38.05 -38.10
frag_3095	-7.25 -5.55 -7.09
frag_4274	-3.72 -10.15 -7.43
frag_3780	-30.11 -29.08 -29.30
frag_3365	-8.91 -9.47 -10.59
frag_6574	-24.24 -21.77 -20.77
frag_2801	1.30 4.86 3.15
frag_0454	-9.30 -9.44 -9.06
frag_3086	-2.02 -5.73 -5.52
frag_7133	-26.47 -26.66 -25.83
frag_6668	10.48 7.78 9.85
frag_5750	6.87 12.09 10.33
frag_6310	-18.93 -18.44 -16.89
frag_3817	-24.60 -23.93 -24.60
frag_0811	-20.47 -18.44 -18.21
frag_3669	-25.95 -21.79 -23.29
frag_6965	-26.13 -28.00 -27.89
frag_5493	1.31 5.80 4.73
frag_3859	-9.36 -6.18 -6.71
frag_6633	7.08 -1.29 0.11
frag_4444	8.48 8.75 8.97
frag_0896	-1.93 -0.80 -1.57
frag_6345	-8.67 -10.51 -8.71
frag_3098	-11.60 -12.67 -12.71
frag_3748	2.65 7.54 4.62
frag_2039	25.31 27.19 27.79
frag_5924	-6.22 -1.58 -3.08
frag_1872	7.59 4.10 5.60
frag_6957	50.37 41.43 44.34
frag_6262	-1.34 1.77 1.39
frag_0709	-8.00 -3.44 -5.52
frag_3189	9.90 6.95 6.30
frag_4941	-17.90 -15.92 -16.20
frag_5831	33.48 34.78 31.13
frag_5400	-38.91 -39.89 -37.65
frag_4034	1.60 1.43 1.66
frag_5205	24.07 23.59 21.91
frag_0326	7.45 5.38 7.01
frag_0717	13.59 17.04 14.65
frag_3124	37.67 26.32 27.83
frag_1631	18.63 11.19 10.84
frag_0401	14.16 17.21 15.43
frag_0778	-8.14 -8.73 -6.32
frag_2396	-4.15 -5.17 -4.31
frag_5200	29.84 31.49 29.36
frag_5978	-20.07 -14.81 -14.52
frag_0115	-23.67 -20.78 -20.29
frag_5476	-25.55 -24.95 -24.17
frag_6318	31.88 33.86 30.30
frag_3657	7.17 8.40 9.91
frag_2822	7.74 3.82 5.98
frag_5647	15.12 14.69 14.13
frag_2097	-6.23 -2.69 -3.81
frag_1880	8.74 8.41 8.68
frag_3892	-10.20 -9.08 -9.79
frag_0691	11.24 10.10 12.12
frag_4470	1.83 8.22 5.63
frag_6216	3.73 6.44 5.49
frag_2509	-6.46 -8.21 -7.35
frag_1703	-34.56 -39.67 -35.21
frag_3761	-13.29 -11.15 -12.89
frag_0374	7.56 5.73 7.43
frag_5759	-15.74 -15.08 -13.91
frag_5716	-30.23 -28.66 -27.16
frag_1752	-22.31 -20.59 -20.82
frag_0267	22.86 27.99 25.57
frag_3720	-38.09 -43.80 -41.67
frag_3596	-15.14 -10.94 -13.14
frag_7045	35.27 27.63 31.65
frag_5570	-60.10 -56.21 -54.89
frag_1471	-9.96 -11.85 -12.57
frag_7040	35.54 31.85 34.82
frag_1673	2.36 -1.07 0.91
frag_2903	-13.65 -13.36 -13.65
frag_3742	20.04 23.07 22.36
frag_3163	-8.42 -9.17 -8.34
frag_5377	-29.89 -28.75 -28.53
frag_6468	2.59 -3.67 -2.27
frag_2807	19.64 10.36 12.19
frag_5424	-43.03 -38.58 -38.27
frag_2468	14.91 16.21 16.52
frag_5660	1.87 3.16 2.19
frag_5771	-19.94 -17.39 -17.07
frag_1065	-7.17 -4.87 -5.39
frag_0091	0.33 5.02 3.78
frag_7171	-29.03 -32.16 -32.02
frag_2148	-3.66 -2.06 -0.83
frag_2795	10.93 11.27 9.68
frag_3272	-36.46 -37.40 -37.29
frag_5268	18.93 14.29 12.96
frag_5288	-34.44 -29.12 -29.63
frag_3475	4.07 -0.39 2.40
frag_3418	-14.28 -11.02 -13.54
frag_2386	-12.38 -6.47 -7.92
frag_5302	6.64 4.03 4.14
frag_2054	2.06 -1.57 -0.39
frag_3090	18.18 12.67 13.73
frag_3999	35.85 34.91 37.63
frag_0701	3.20 -0.13 0.85
frag_0463	11.30 11.60 10.17
frag_5079	-21.16 -18.29 -19.55
frag_2644	-15.39 -13.02 -13.67
frag_3159	20.35 14.03 16.21
frag_3291	-13.18 -11.66 -13.34
frag_5163	23.86 21.94 20.01
frag_4722	20.87 21.33 18.92
frag_0116	1.60 4.93 4.55
frag_1891	-10.61 -12.54 -11.67
frag_1328	-18.91 -17.65 -18.91
frag_6278	23.76 22.75 20.65
frag_1271	-18.43 -18.14 -19.39
frag_6207	-26.12 -25.61 -25.15
frag_3788	-19.61 -15.15 -17.37
frag_7117	44.88 44.55 46.62
frag_1101	-2.17 0.01 -0.09
frag_6866	33.52 36.52 32.82
frag_0092	11.70 12.20 13.42
frag_5979	-4.01 -3.77 -3.61
frag_6709	-36.40 -34.51 -34.16
frag_6083	15.98 10.05 13.78
frag_5256	10.70 8.91 8.19
frag_7164	-3.50 -4.17 -2.04
frag_4077	-19.11 -16.93 -18.07
frag_4448	27.80 29.03 31.46
frag_4332	-33.77 -31.42 -32.58
frag_2307	12.66 15.30 16.59
frag_2451	0.60 -1.97 -0.18
frag_0256	6.25 6.86 5.62
frag_6610	5.29 8.01 5.62
frag_3907	-22.28 -18.89 -21.13
frag_3882	16.08 17.73 17.95
frag_7016	-4.97 -15.26 -15.76
frag_4831	-43.04 -40.24 -40.65
frag_4536	2.54 5.38 5.03
frag_2668	8.40 9.01 9.89
frag_6043	25.07 26.98 24.15
frag_6069	9.83 7.20 9.83
frag_0200	15.47 16.82 18.45
frag_1381	-10.60 -12.84 -13.32
frag_3472	-3.41 -4.28 -4.60
frag_6005	-30.49 -28.36 -27.52
frag_5817	-45.18 -43.41 -42.37
frag_3393	4.00 0.91 3.38
frag_3628	-11.81 -13.68 -12.84
frag_3192	-21.34 -25.80 -24.25
frag_6355	-4.02 -3.40 -1.20
frag_2073	6.09 -0.80 0.79
frag_0012	12.01 16.56 16.02
frag_0529	38.81 38.01 37.51
frag_1609	-6.25 -11.56 -10.04
frag_6168	35.15 33.60 32.83
frag_2314	-35.93 -36.21 -34.50
frag_3714	-7.42 -6.82 -7.10
frag_5977	-11.73 -8.12 -8.27
frag_6918	-26.71 -26.39 -26.76
frag_3000	22.53 25.02 25.79
frag_1198	-7.63 -13.98 -12.81
frag_4907	12.26 9.94 12.37
frag_3218	-17.59 -14.51 -16.35
frag_3413	-11.56 -12.60 -12.51
frag_6383	-23.66 -22.99 -19.71
frag_0638	-4.10 -2.39 -0.89
frag_5862	30.80 32.12 28.95
frag_0705	3.70 2.65 2.96
frag_0218	17.15 14.34 16.60
frag_3462	-3.17 -0.29 -3.04
frag_3893	-14.17 -18.26 -17.27
frag_5363	2.49 6.86 6.28
frag_4995	3.63 2.94 2.75
frag_3148	-4.73 -8.33 -6.41
frag_4702	7.36 5.40 7.62
frag_1371	17.94 25.04 22.42
frag_3221	-16.52 -18.67 -19.06
frag_6022	25.73 27.18 22.92
frag_3487	-20.54 -21.05 -21.80
frag_1339	0.32 -0.24 -1.10
frag_6940	-10.34 -7.42 -9.72
frag_3953	-2.29 -6.22 -5.14
frag_4576	24.82 23.17 20.85
frag_6541	-36.49 -34.38 -35.04
frag_0295	11.71 12.25 12.78
frag_5559	16.16 16.14 13.20
frag_2748	10.97 13.29 12.71
frag_2924	-33.73 -40.97 -36.29
frag_3053	39.60 41.80 39.40
frag_0945	25.21 28.88 30.28
frag_4815	-11.98 -14.23 -13.20
frag_4340	-40.41 -41.19 -40.55
frag_4910	11.60 8.02 10.55
frag_5342	-23.64 -22.53 -22.58
frag_5083	-27.92 -26.83 -27.14
frag_2163	-26.85 -25.29 -25.32
frag_6875	46.83 44.64 42.50
frag_0405	9.03 8.80 8.67
frag_6461	15.64 6.15 7.96
frag_1965	27.68 27.04 25.80
frag_5457	6.10 4.40 5.06
frag_6233	13.75 15.73 15.61
frag_6902	11.66 9.71 8.43
frag_2859	-19.82 -19.70 -19.94
frag_3566	13.63 14.02 12.94
frag_0073	25.17 31.31 29.43
frag_4643	-4.66 -5.25 -5.45
frag_0943	3.71 6.81 6.49
frag_2641	-7.75 -7.13 -7.76
frag_0610	7.65 8.29 9.53
frag_1072	47.04 46.60 43.61
frag_1720	0.68 -1.92 -1.12
frag_5688	-3.38 0.81 -1.14
frag_5564	16.14 16.36 13.21
frag_1016	-21.34 -18.74 -19.72
